"xx","V1","V12","predicted_price"
1774,"2015-09-27 17:00:00",49.2,52.0272473690387
1775,"2015-06-13 17:00:00",55,50.8565789744578
1776,"2015-03-23 08:00:00",61.69,50.9639027721878
1777,"2015-01-31 16:00:00",14.84,52.2326348979356
1778,"2015-03-13 14:00:00",41.6,53.456002879373
1779,"2015-08-17 03:00:00",47.94,51.676239454287
1780,"2015-08-18 02:00:00",45.19,48.5986109500832
1781,"2015-03-20 15:00:00",41.1,47.5811259535441
1782,"2015-04-10 17:00:00",59.03,46.8756569753798
1783,"2015-04-11 16:00:00",44.67,48.4800863847953
1784,"2015-03-28 10:00:00",50.48,46.8448189004924
1785,"2015-03-02 12:00:00",49.05,42.9756392781312
1786,"2015-10-19 04:00:00",48.75,40.6731184760267
1787,"2015-03-22 13:00:00",45.35,40.1933758039782
1788,"2015-07-04 04:00:00",50.48,40.2326952651006
1789,"2015-08-13 22:00:00",46.17,39.110782703068
1790,"2015-03-29 10:00:00",32.25,35.6965046984299
1791,"2015-07-11 20:00:00",63.6,35.6418984178021
1792,"2015-07-21 12:00:00",69.73,34.3905211443822
1793,"2015-01-01 15:00:00",44.91,33.1984247420734
1794,"2015-03-12 18:00:00",52.5,32.4116175591645
1795,"2015-09-28 05:00:00",53.33,35.8755838403999
1796,"2015-06-16 04:00:00",46.6,36.7397947358636
1797,"2015-03-13 17:00:00",42.01,37.2722924516268
1798,"2015-03-12 08:00:00",55.16,38.2416371880944
1799,"2015-05-28 21:00:00",52,38.624640361635
1800,"2015-09-14 00:00:00",29.99,42.0653605689058
1801,"2015-06-26 23:00:00",46.64,44.2309458101493
1802,"2015-03-02 14:00:00",45.94,48.7958898106948
1803,"2015-08-13 23:00:00",44.51,53.6751626060406
1804,"2015-08-05 13:00:00",59.7,60.0856235599051
1805,"2015-01-24 16:00:00",43.52,54.0855304679847
1806,"2015-03-01 05:00:00",20.14,54.857102902985
1807,"2015-02-28 08:00:00",35.12,55.1930420027086
1808,"2015-04-11 00:00:00",42.15,54.3910173935174
1809,"2015-03-03 04:00:00",45.53,53.9704370929302
1810,"2015-05-22 03:00:00",38.5,57.3523942235181
1811,"2015-02-27 01:00:00",26,59.8921878799183
1812,"2015-02-17 16:00:00",42,61.6965542019991
1813,"2015-04-12 00:00:00",36.7,60.9389915048001
1814,"2015-04-11 01:00:00",44.3,56.5321988852899
1815,"2015-04-12 06:00:00",29.81,33.1507604210297
1816,"2015-02-02 16:00:00",49.64,43.8380921240054
1817,"2015-04-06 20:00:00",46.76,45.9629188946604
1818,"2015-09-20 02:00:00",40.6,52.4452854564465
1819,"2015-05-21 18:00:00",41.98,53.7883790481072
1820,"2015-08-22 15:00:00",41.52,63.8855992117221
1821,"2015-06-22 15:00:00",62.13,53.0178961689669
1822,"2015-05-11 14:00:00",48.36,50.4043154168847
1823,"2015-08-18 11:00:00",64.1,56.0916716986432
1824,"2015-06-21 16:00:00",52.1,62.1944417933047
1825,"2015-07-07 09:00:00",69,48.6357937902671
1826,"2015-06-28 17:00:00",46.37,52.4599689884749
1827,"2015-02-20 05:00:00",49.29,53.7777664596574
1828,"2015-03-14 06:00:00",38.4,55.2409488961183
1829,"2015-02-17 22:00:00",39.33,56.6676830410451
1830,"2015-01-12 21:00:00",54.56,59.217665243555
1831,"2015-01-26 18:00:00",71.15,56.3445150209511
1832,"2015-08-28 12:00:00",64.48,56.6620151457734
1833,"2015-06-27 13:00:00",59.61,57.7416693196452
1834,"2015-03-18 06:00:00",49.13,60.9195596911343
1835,"2015-04-03 05:00:00",35,59.7793535670527
1836,"2015-04-12 05:00:00",30,63.0930435513047
1837,"2015-02-15 22:00:00",49.74,63.9322624664567
1838,"2015-07-12 07:00:00",46.27,62.3762122041322
1839,"2015-08-27 21:00:00",55,52.8586734326972
1840,"2015-06-23 17:00:00",53.75,53.9824316359782
1841,"2015-07-10 08:00:00",66.1,54.2531374572765
1842,"2015-06-17 16:00:00",47.05,56.2566712079839
1843,"2015-06-18 17:00:00",52.1,58.1307207007825
1844,"2015-06-04 18:00:00",58.9,60.1072622703845
1845,"2015-08-26 18:00:00",63.6,57.1437417275783
1846,"2015-09-13 11:00:00",26.83,57.1927014922385
1847,"2015-08-12 10:00:00",67.7,58.8838485130497
1848,"2015-07-07 17:00:00",59.69,61.3031517575578
1849,"2015-07-18 16:00:00",51.5,59.2784907138964
1850,"2015-07-25 11:00:00",62.93,61.3917016039318
1851,"2015-07-14 09:00:00",69.1,62.1038057119935
1852,"2015-02-17 21:00:00",44.01,59.742727728963
1853,"2015-01-12 20:00:00",62.99,59.4725021270161
1854,"2015-08-05 15:00:00",60.5,62.2231027827536
1855,"2015-08-22 07:00:00",64.1,55.8704730007292
1856,"2015-03-31 15:00:00",41.5,54.9418492701784
1857,"2015-07-17 22:00:00",69.48,53.4872819879851
1858,"2015-07-21 23:00:00",61.2,54.9005626665463
1859,"2015-10-09 14:00:00",55.6,55.3616258850188
1860,"2015-09-13 14:00:00",12,55.3310238181251
1861,"2015-09-01 10:00:00",63.52,55.6269968805939
1862,"2015-06-11 15:00:00",61.26,54.3524948338067
1863,"2015-08-11 19:00:00",67.7,48.7520689817482
1864,"2015-08-17 09:00:00",68.46,49.9995058708987
1865,"2015-01-09 21:00:00",63.05,50.2325598688094
1866,"2015-05-13 15:00:00",43.98,52.4885857867556
1867,"2015-07-15 23:00:00",59,54.7672980660417
1868,"2015-07-16 06:00:00",65.46,53.0740095930255
1869,"2015-07-18 21:00:00",67.6,50.045294665768
1870,"2015-08-03 21:00:00",61.98,51.2368578807362
1871,"2015-08-28 07:00:00",66,50.5287348374896
1872,"2015-08-11 22:00:00",62.01,52.9261860862657
1873,"2015-05-26 18:00:00",48.35,51.2783384231682
1874,"2015-05-30 08:00:00",54.23,53.6073626835295
1875,"2015-08-10 19:00:00",68.3,52.9997540707575
1876,"2015-08-23 10:00:00",27.81,52.8001580112439
1877,"2015-04-27 06:00:00",48.57,50.2508402690295
1878,"2015-07-09 03:00:00",45.88,50.6776278725748
1879,"2015-04-24 19:00:00",60.1,46.0482669161445
1880,"2015-04-23 08:00:00",66.89,43.1495060138568
1881,"2015-07-04 03:00:00",49.8,38.6528648285946
1882,"2015-10-13 07:00:00",55.15,42.3819230168747
1883,"2015-07-14 03:00:00",48.5,45.1755489288074
1884,"2015-06-27 04:00:00",46.71,40.9171510318391
1885,"2015-04-29 18:00:00",60.95,42.0425435220404
1886,"2015-05-29 05:00:00",55.97,39.6002852344787
1887,"2015-06-24 06:00:00",64.13,39.7529702351178
1888,"2015-08-06 22:00:00",63.6,39.0869982773625
1889,"2015-01-18 14:00:00",42.51,40.2010694952211
1890,"2015-04-27 05:00:00",43.94,40.8926444449466
1891,"2015-01-12 14:00:00",60.76,43.0178722367855
1892,"2015-03-23 22:00:00",45.83,44.9246229874234
1893,"2015-01-12 13:00:00",62.01,47.5313916792174
1894,"2015-04-01 19:00:00",40.48,51.2559900191221
1895,"2015-05-08 19:00:00",60.7,59.0600410115793
1896,"2015-06-05 02:00:00",44.99,57.4794271350512
1897,"2015-08-18 06:00:00",54.05,55.8606092164937
1898,"2015-10-13 00:00:00",37,53.7804962501562
1899,"2015-03-22 11:00:00",45.78,52.476700949462
1900,"2015-05-14 20:00:00",36.86,55.1845877243604
1901,"2015-04-03 06:00:00",36.1,51.5093937156833
1902,"2015-04-01 23:00:00",27.22,41.0856684733181
1903,"2015-03-03 18:00:00",67.32,48.7199274409488
1904,"2015-01-10 15:00:00",58.34,47.6938297274808
1905,"2015-03-01 09:00:00",25.13,45.0611082139011
1906,"2015-01-18 13:00:00",52.8,46.7559109857893
1907,"2015-05-27 02:00:00",35,55.0434144163558
1908,"2015-03-23 21:00:00",50.7,57.7316786164568
1909,"2015-04-27 04:00:00",38,56.8777320046368
1910,"2015-05-13 23:00:00",50,60.6247783848485
1911,"2015-06-06 05:00:00",42.46,66.5434422589502
1912,"2015-09-03 22:00:00",49.95,67.4908923171168
1913,"2015-07-03 03:00:00",59.67,66.5221564293517
1914,"2015-08-17 15:00:00",64.18,63.2541137417517
1915,"2015-01-25 18:00:00",62.7,64.1696087071439
1916,"2015-08-21 12:00:00",65.3,60.7609094915923
1917,"2015-08-28 14:00:00",62,61.3293077548146
1918,"2015-02-17 11:00:00",43.5,63.1279705582129
1919,"2015-03-13 01:00:00",29.5,60.027171997881
1920,"2015-03-04 07:00:00",41,52.1341430667248
1921,"2015-01-06 10:00:00",59.69,55.3164973729188
1922,"2015-03-13 00:00:00",31.4,52.0055663583539
1923,"2015-03-04 02:00:00",31.95,57.8297868799368
1924,"2015-03-24 07:00:00",51.69,51.2026424676735
1925,"2015-03-21 21:00:00",47.5,57.007946086517
1926,"2015-06-16 02:00:00",43.62,55.6088463293055
1927,"2015-10-02 14:00:00",48,57.6539949275595
1928,"2015-08-24 16:00:00",62.47,46.0873755538842
1929,"2015-01-09 22:00:00",59.33,46.6564599453872
1930,"2015-06-19 15:00:00",54.05,46.8078601842031
1931,"2015-08-03 17:00:00",62.93,45.0125014890213
1932,"2015-07-02 16:00:00",67.9,40.8474338483973
1933,"2015-08-31 13:00:00",67.1,42.2128676099417
1934,"2015-08-07 16:00:00",64.5,44.4098726903336
1935,"2015-01-17 08:00:00",60.64,44.6326148266054
1936,"2015-08-10 14:00:00",64.98,45.8925098357222
1937,"2015-06-27 14:00:00",58.67,49.3559363324673
1938,"2015-08-28 13:00:00",61.57,55.4245966999224
1939,"2015-07-07 13:00:00",63.96,51.2736360306667
1940,"2015-02-27 18:00:00",48.03,53.0041250723624
1941,"2015-04-11 02:00:00",43.38,55.8736258213944
1942,"2015-10-03 09:00:00",56.8,57.1537565736808
1943,"2015-08-22 21:00:00",48.57,57.1274095546306
1944,"2015-08-19 18:00:00",64.1,54.5102211576246
1945,"2015-01-10 02:00:00",43,54.8542025676599
1946,"2015-08-26 16:00:00",61.51,53.8730049411761
1947,"2015-06-19 13:00:00",54.6,52.7227799209364
1948,"2015-06-04 11:00:00",59,51.4413410892004
1949,"2015-02-18 00:00:00",27.5,53.6462138888729
1950,"2015-09-13 08:00:00",36.5,53.2928433682399
1951,"2015-07-04 22:00:00",61.11,52.00326757802
1952,"2015-09-13 18:00:00",42.11,51.8889888895463
1953,"2015-03-29 14:00:00",28.33,50.7788240126415
1954,"2015-06-10 20:00:00",62.48,50.0233229787667
1955,"2015-07-16 22:00:00",63,47.7415068672199
1956,"2015-03-11 12:00:00",48.35,45.9086141201129
1957,"2015-06-12 14:00:00",53.75,48.7828154274931
1958,"2015-08-12 08:00:00",67.57,49.9378465161399
1959,"2015-08-28 19:00:00",65.6,54.4391084441729
1960,"2015-05-07 16:00:00",42.12,56.8244004705095
1961,"2015-09-21 10:00:00",59.5,54.8138694833253
1962,"2015-08-25 09:00:00",64.75,53.5597852949772
1963,"2015-09-21 16:00:00",54.07,53.4243330479115
1964,"2015-06-12 15:00:00",54.59,53.3438237847725
1965,"2015-09-20 16:00:00",42.1,55.5157257650423
1966,"2015-05-14 10:00:00",52.2,56.5548362794415
1967,"2015-01-09 23:00:00",48.6,57.5052131391063
1968,"2015-02-15 17:00:00",38.81,55.7398545637561
1969,"2015-07-12 01:00:00",48.3,55.3707049291565
1970,"2015-10-02 20:00:00",59.1,57.3136980828947
1971,"2015-09-03 23:00:00",47.5,54.0190409952912
1972,"2015-05-13 05:00:00",50.7,52.7361735392904
1973,"2015-03-23 16:00:00",51.48,52.0006978858013
1974,"2015-06-12 01:00:00",53.75,51.4272844631886
1975,"2015-10-18 04:00:00",43.09,53.0921522425945
1976,"2015-06-06 00:00:00",43.5,51.7734529714841
1977,"2015-08-10 23:00:00",54.07,49.1630522100436
1978,"2015-06-23 07:00:00",64.69,49.8015246186738
1979,"2015-05-05 11:00:00",54.23,47.7472750096376
1980,"2015-06-05 07:00:00",61,46.7456568104906
1981,"2015-06-04 07:00:00",59.2,44.8609091552736
1982,"2015-06-29 23:00:00",52.65,44.9927484784531
1983,"2015-10-18 16:00:00",47.44,46.8145260887251
1984,"2015-04-30 10:00:00",55.85,46.8015336229757
1985,"2015-10-12 09:00:00",49.02,48.8701844372247
1986,"2015-09-16 19:00:00",58,49.0769994468775
1987,"2015-10-09 15:00:00",56.8,48.8111738076554
1988,"2015-05-28 09:00:00",56.15,46.1101720422392
1989,"2015-03-31 20:00:00",47.02,46.3755478024109
1990,"2015-03-02 08:00:00",50,49.0838893901978
1991,"2015-01-26 12:00:00",65.78,52.805680005921
1992,"2015-06-19 23:00:00",41,52.8972400695452
1993,"2015-07-13 02:00:00",47.85,51.3765257596147
1994,"2015-10-18 05:00:00",45,50.7626420157238
1995,"2015-05-14 05:00:00",51.61,51.9346351334314
1996,"2015-10-09 18:00:00",63.5,53.5172766644747
1997,"2015-06-27 01:00:00",45.99,54.2803250383505
1998,"2015-06-20 05:00:00",36.6,52.4648947865532
1999,"2015-06-25 23:00:00",61,56.7271518557903
2000,"2015-08-20 00:00:00",45.78,51.9486571883177
2001,"2015-07-12 04:00:00",46.27,47.3969896917437
2002,"2015-03-30 15:00:00",34.46,22.9110384934851
2003,"2015-05-05 16:00:00",50.5,33.1902224369328
2004,"2015-05-08 22:00:00",56.57,43.5686409822072
2005,"2015-03-20 22:00:00",46.29,40.8078690374066
2006,"2015-01-26 13:00:00",61.64,37.0846425748523
2007,"2015-10-14 05:00:00",54,40.3094489891092
2008,"2015-07-11 02:00:00",46.84,41.3394515753019
2009,"2015-09-17 03:00:00",35.5,42.7373548386705
2010,"2015-09-27 20:00:00",47.34,44.7521571374872
2011,"2015-08-03 14:00:00",61.98,44.6079706224904
2012,"2015-08-06 11:00:00",68.77,42.1439297706285
2013,"2015-03-06 10:00:00",52.97,45.5848013718285
2014,"2015-03-21 23:00:00",42,49.0915774574369
2015,"2015-04-01 10:00:00",38,54.0711629718617
2016,"2015-07-30 16:00:00",60.91,57.927559047576
2017,"2015-06-24 15:00:00",60.8,64.0313573840933
2018,"2015-01-13 06:00:00",58.34,55.0082678291032
2019,"2015-01-13 04:00:00",40,58.1201150824452
2020,"2015-07-09 14:00:00",68.99,59.2899406180905
2021,"2015-02-27 04:00:00",25,62.776959021636
2022,"2015-03-13 03:00:00",30.3,64.6294283586015
2023,"2015-01-31 23:00:00",10,66.7342072355347
2024,"2015-02-16 22:00:00",39.36,62.4128486371278
2025,"2015-01-21 09:00:00",67.75,62.5024168007895
2026,"2015-03-27 05:00:00",39.5,56.532780546502
2027,"2015-03-30 00:00:00",25,54.2872834113055
2028,"2015-07-08 19:00:00",61.57,56.7098109970687
2029,"2015-06-20 11:00:00",54.55,53.8756287907516
2030,"2015-08-30 17:00:00",48.62,51.3425772107122
2031,"2015-05-12 11:00:00",55.79,52.1798563506852
2032,"2015-08-16 14:00:00",47,54.9060654153521
2033,"2015-01-28 02:00:00",39.5,56.5637683778809
2034,"2015-07-21 14:00:00",68.5,57.0627999528987
2035,"2015-08-28 15:00:00",62,58.7436339466684
2036,"2015-07-06 11:00:00",67,60.6348531950421
2037,"2015-07-17 11:00:00",69.08,62.1813047207858
2038,"2015-01-05 10:00:00",65.97,58.5110911287192
2039,"2015-04-02 00:00:00",26.71,57.0926788823337
2040,"2015-05-06 17:00:00",62,57.6814888474275
2041,"2015-04-22 16:00:00",50.48,59.2335134894991
2042,"2015-08-17 07:00:00",65.1,57.4136850636223
2043,"2015-08-28 08:00:00",66.1,55.8885206107072
2044,"2015-05-27 17:00:00",52.93,55.6104163786055
2045,"2015-05-04 16:00:00",38.19,57.2587628677782
2046,"2015-07-09 08:00:00",62.52,58.3874031222383
2047,"2015-10-17 13:00:00",39.74,62.5219589912265
2048,"2015-01-10 05:00:00",47.43,56.8366790869919
2049,"2015-01-03 19:00:00",59.92,55.8614861962232
2050,"2015-01-10 03:00:00",43.83,50.9693745949615
2051,"2015-01-10 06:00:00",54.12,52.4422185397681
2052,"2015-01-03 07:00:00",55.57,50.4067539493277
2053,"2015-08-31 11:00:00",70.48,48.6102510219498
2054,"2015-08-11 09:00:00",68.46,48.8916713984323
2055,"2015-07-24 16:00:00",58.75,49.7582065420906
2056,"2015-07-22 10:00:00",71,47.9191343869346
2057,"2015-06-05 15:00:00",59.4,44.3559829824483
2058,"2015-08-31 15:00:00",67.69,44.1527019599534
2059,"2015-06-05 03:00:00",45.11,47.4654304619177
2060,"2015-05-13 01:00:00",42.81,47.7485083265046
2061,"2015-06-13 05:00:00",52.1,49.339148491251
2062,"2015-09-14 09:00:00",58.53,49.6850415390484
2063,"2015-10-19 10:00:00",60,48.8738442123937
2064,"2015-03-11 14:00:00",44,48.1781973169348
2065,"2015-07-14 21:00:00",56.81,47.1255843223061
2066,"2015-07-07 22:00:00",60.53,49.6561568449633
2067,"2015-07-05 21:00:00",60.53,49.9138092370429
2068,"2015-07-17 23:00:00",67.6,49.2191713564655
2069,"2015-05-08 17:00:00",42.1,48.9233544234791
2070,"2015-05-27 19:00:00",55.51,51.5065264222268
2071,"2015-08-23 17:00:00",26.99,54.9598517576002
2072,"2015-08-04 19:00:00",68.72,54.1881846062279
2073,"2015-05-02 10:00:00",42,55.6561271347591
2074,"2015-05-13 18:00:00",51.36,52.6110230825852
2075,"2015-05-07 07:00:00",58.5,55.0795600354217
2076,"2015-08-20 06:00:00",61.48,53.8146154400509
2077,"2015-10-13 03:00:00",37.2,53.9527498765493
2078,"2015-09-14 03:00:00",25.83,52.6643509303352
2079,"2015-07-13 03:00:00",48.7,48.3245109119403
2080,"2015-06-26 04:00:00",62.21,45.8543428386631
2081,"2015-09-05 07:00:00",50.02,46.7738105447037
2082,"2015-07-31 05:00:00",52.57,46.8831582279312
2083,"2015-06-28 21:00:00",56.87,46.7135927873818
2084,"2015-07-16 00:00:00",52,45.5725716700956
2085,"2015-10-06 09:00:00",48.04,47.2457717675007
2086,"2015-08-22 22:00:00",42,50.9154929140717
2087,"2015-05-06 09:00:00",61.59,43.6612399689274
2088,"2015-07-30 21:00:00",57.1,39.456425712965
2089,"2015-03-17 00:00:00",45,32.9040632636868
2090,"2015-01-29 05:00:00",44.52,32.6522352830061
2091,"2015-05-06 21:00:00",60.75,31.0191717059799
2092,"2015-02-02 19:00:00",61.99,30.4823605490241
2093,"2015-03-30 20:00:00",50.69,31.2065073982968
2094,"2015-01-27 14:00:00",57.1,31.806059850837
2095,"2015-01-16 14:00:00",46.25,34.8484674882036
2096,"2015-05-05 22:00:00",57,33.9529508046594
2097,"2015-08-16 00:00:00",48.94,52.5894962196247
2098,"2015-03-03 16:00:00",52.52,57.8136514892318
2099,"2015-03-28 17:00:00",40,54.5548681145818
2100,"2015-06-06 01:00:00",43.13,48.8509070186852
2101,"2015-05-02 04:00:00",37.4,46.8287626130576
2102,"2015-03-27 16:00:00",50.14,45.1549893310259
2103,"2015-05-29 21:00:00",53.12,47.8634179247866
2104,"2015-03-19 11:00:00",44.1,52.3085958784202
2105,"2015-05-13 00:00:00",43.98,57.284169124417
2106,"2015-06-03 20:00:00",59.03,53.5839169699172
2107,"2015-07-18 09:00:00",69,57.5881508881403
2108,"2015-02-01 00:00:00",7,57.9103713643567
2109,"2015-02-04 04:00:00",24.6,59.64756253322
2110,"2015-02-21 23:00:00",12.4,48.5362448442996
2111,"2015-02-16 00:00:00",37.2,38.025471144105
2112,"2015-03-31 02:00:00",29.86,35.0258392749266
2113,"2015-03-17 02:00:00",41.5,38.9658746751319
2114,"2015-05-15 06:00:00",49.1,42.0958232770959
2115,"2015-04-03 07:00:00",39.5,47.0691404710424
2116,"2015-03-17 08:00:00",52.05,63.3963166102701
2117,"2015-03-21 02:00:00",34.17,48.2355846464276
2118,"2015-03-02 19:00:00",77.15,42.5163585334075
2119,"2015-01-27 12:00:00",60.77,42.2719482960001
2120,"2015-04-18 22:00:00",49.9,19.4537501476824
2121,"2015-03-21 01:00:00",38,37.6943410352135
2122,"2015-05-22 21:00:00",45.46,41.7640730437605
2123,"2015-06-20 00:00:00",37,37.9076287106636
2124,"2015-06-03 15:00:00",57.49,35.4334646564548
2125,"2015-07-05 12:00:00",59.42,38.7096108331591
2126,"2015-07-09 12:00:00",65.6,37.5912872804523
2127,"2015-02-16 23:00:00",39.1,37.4994118267294
2128,"2015-01-28 18:00:00",69.1,38.9704953205188
2129,"2015-03-17 06:00:00",48.71,42.5343484450045
2130,"2015-03-27 06:00:00",49,44.4821871257618
2131,"2015-03-29 00:00:00",32.68,48.2372509240736
2132,"2015-01-18 04:00:00",27.25,51.6218517512796
2133,"2015-03-24 00:00:00",32,55.3180307781585
2134,"2015-01-18 16:00:00",42.51,56.8052918811549
2135,"2015-02-02 21:00:00",46.45,57.5667310902801
2136,"2015-07-16 18:00:00",69.01,56.262889079593
2137,"2015-08-04 10:00:00",69.17,53.6342991131207
2138,"2015-01-28 04:00:00",40.1,56.2119948461395
2139,"2015-02-25 01:00:00",20.43,58.9889949423807
2140,"2015-01-28 05:00:00",44.93,57.5229868557942
2141,"2015-02-25 02:00:00",13,58.1757270369167
2142,"2015-02-19 00:00:00",45.94,53.7732769341555
2143,"2015-01-28 06:00:00",62,45.5947444582535
2144,"2015-02-18 02:00:00",20.66,47.0470748951837
2145,"2015-01-17 00:00:00",33.8,51.6173903209196
2146,"2015-08-21 13:00:00",63.8,58.5885288120304
2147,"2015-03-28 00:00:00",43.41,53.7155157269496
2148,"2015-02-02 22:00:00",38.4,52.8364937445321
2149,"2015-04-30 13:00:00",45.45,50.8425018975237
2150,"2015-06-13 13:00:00",53.6,43.1635664788861
2151,"2015-01-03 21:00:00",58.1,46.0851065607319
2152,"2015-06-23 13:00:00",53.22,46.8377241609471
2153,"2015-06-25 16:00:00",61.49,49.0703030682612
2154,"2015-08-22 10:00:00",64.03,51.2506977619128
2155,"2015-07-14 18:00:00",60.98,62.6769700494187
2156,"2015-06-22 16:00:00",61.54,58.296318604022
2157,"2015-07-12 17:00:00",48.7,55.9703041566493
2158,"2015-05-10 13:00:00",35.9,56.0874076942861
2159,"2015-08-19 16:00:00",64.48,59.0239497010964
2160,"2015-09-12 20:00:00",54.1,56.6000705995004
2161,"2015-04-01 13:00:00",27.58,55.4859623078805
2162,"2015-05-29 17:00:00",54.01,57.4474352524467
2163,"2015-09-16 14:00:00",35.71,52.4983119306274
2164,"2015-09-16 15:00:00",38.7,54.3683114438811
2165,"2015-04-30 12:00:00",49.71,49.2631788906978
2166,"2015-07-15 20:00:00",65.51,56.401742164955
2167,"2015-01-02 20:00:00",61.75,51.3557097450593
2168,"2015-01-02 21:00:00",59.96,14.5857608828167
2169,"2015-01-03 22:00:00",56.1,43.5892722260746
2170,"2015-05-10 12:00:00",37.63,32.6935470064804
2171,"2015-05-05 04:00:00",37.7,37.4593752831583
2172,"2015-09-04 01:00:00",43.85,41.164334169732
2173,"2015-05-07 19:00:00",59.03,39.4893846160588
2174,"2015-06-11 07:00:00",64.19,39.8735910747491
2175,"2015-06-12 19:00:00",62.03,40.8459185372637
2176,"2015-04-23 09:00:00",65.69,40.5943277489541
2177,"2015-07-30 22:00:00",55.01,49.3018822660448
2178,"2015-08-26 07:00:00",53.9,49.5666718812962
2179,"2015-07-31 04:00:00",48,49.8779675966945
2180,"2015-08-31 21:00:00",63.75,53.7059657904581
2181,"2015-04-03 10:00:00",39,56.3618953601978
2182,"2015-07-16 01:00:00",53.46,49.4657825000496
2183,"2015-06-30 04:00:00",56.9,51.2851766205682
2184,"2015-06-20 07:00:00",48.15,45.6489781006411
2185,"2015-05-13 07:00:00",56.1,49.3035937165436
2186,"2015-07-25 07:00:00",46.67,49.3407830106622
2187,"2015-06-16 11:00:00",59.75,52.2758068983985
2188,"2015-10-10 13:00:00",44.08,53.8625104600629
2189,"2015-02-01 12:00:00",7,46.9138311719007
2190,"2015-01-04 13:00:00",46.48,51.0803448860476
2191,"2015-02-03 01:00:00",23.33,49.0697263282616
2192,"2015-03-21 10:00:00",46.35,47.1657885143001
2193,"2015-06-19 05:00:00",50.4,48.4783944757487
2194,"2015-05-07 21:00:00",43.76,44.6563332829072
2195,"2015-04-11 09:00:00",57.6,44.5595723208373
2196,"2015-06-12 23:00:00",58.95,45.6124230191246
2197,"2015-10-13 04:00:00",44.01,45.908953645801
2198,"2015-06-13 21:00:00",58.21,45.6090798497094
2199,"2015-08-20 05:00:00",51.13,47.7100593283102
2200,"2015-05-01 22:00:00",50.9,46.6608379075733
2201,"2015-09-21 08:00:00",60.83,46.2683041028866
2202,"2015-07-14 22:00:00",60.43,46.6958007532729
2203,"2015-03-28 15:00:00",35.5,47.0736826816519
2204,"2015-08-07 00:00:00",50.72,49.213195321526
2205,"2015-05-14 18:00:00",36.66,48.4171802787352
2206,"2015-08-11 02:00:00",49,46.9614969067136
2207,"2015-05-23 09:00:00",42.6,47.7148763205661
2208,"2015-08-11 06:00:00",64,47.3096447434794
2209,"2015-03-17 19:00:00",52.45,49.1221162386514
2210,"2015-02-01 13:00:00",6.33,48.0442072472963
2211,"2015-01-28 16:00:00",63,50.8004140245028
2212,"2015-04-18 23:00:00",35,49.8163064611222
2213,"2015-01-29 10:00:00",56.01,44.406017630492
2214,"2015-03-26 19:00:00",56.19,39.5086683307993
2215,"2015-09-17 04:00:00",39.1,28.3588763760462
2216,"2015-06-04 03:00:00",49.47,36.4301980385414
2217,"2015-10-13 05:00:00",54.28,39.3170398453904
2218,"2015-06-23 23:00:00",53.75,39.17494324872
2219,"2015-09-04 02:00:00",43,36.9025713621828
2220,"2015-04-07 09:00:00",55.69,35.7205019877871
2221,"2015-03-21 17:00:00",45.02,34.1476993928877
2222,"2015-05-14 02:00:00",41,34.2389925327092
2223,"2015-09-21 23:00:00",48.8,46.6595983587983
2224,"2015-08-16 01:00:00",48.48,37.2560327125635
2225,"2015-03-24 11:00:00",53.28,52.0390725583992
2226,"2015-06-20 01:00:00",35.4,61.2052462611166
2227,"2015-02-19 01:00:00",43.9,47.221574660355
2228,"2015-07-12 15:00:00",49.1,56.6957154683497
2229,"2015-07-04 15:00:00",49.99,63.5371570341883
2230,"2015-06-28 11:00:00",57.19,63.349080304579
2231,"2015-02-17 17:00:00",44,66.047012738046
2232,"2015-03-16 21:00:00",55,66.5110457168382
2233,"2015-01-29 04:00:00",38.5,58.5417522383317
2234,"2015-02-17 00:00:00",37.1,28.9836219328947
2235,"2015-02-22 00:00:00",10.15,60.2296280732347
2236,"2015-03-30 04:00:00",30.51,62.1689432389943
2237,"2015-03-31 04:00:00",42.69,60.9517003606526
2238,"2015-02-02 11:00:00",56.1,60.3895148618104
2239,"2015-04-02 20:00:00",47.58,61.8331734499987
2240,"2015-03-24 03:00:00",29.49,62.2669189550279
2241,"2015-04-12 07:00:00",32.01,63.3185099525648
2242,"2015-03-22 05:00:00",28.5,65.2013343310402
2243,"2015-06-06 02:00:00",42.94,63.3562267885236
2244,"2015-05-22 19:00:00",50.2,62.8069077617118
2245,"2015-05-13 02:00:00",43.98,61.940219402967
2246,"2015-06-10 12:00:00",55.07,58.6174321304233
2247,"2015-01-26 21:00:00",63,56.1005888029414
2248,"2015-01-11 07:00:00",38.5,53.032863882087
2249,"2015-01-26 07:00:00",65.01,55.1835995447683
2250,"2015-01-05 19:00:00",67.52,55.1114907661036
2251,"2015-07-10 14:00:00",62.29,47.832156191132
2252,"2015-08-05 11:00:00",67,46.1972001968516
2253,"2015-01-21 08:00:00",65.69,43.9071730850876
2254,"2015-01-18 02:00:00",27.57,47.6161976718043
2255,"2015-02-27 05:00:00",28.49,49.2746298192843
2256,"2015-01-28 19:00:00",68.2,56.0674426271448
2257,"2015-02-19 09:00:00",61.49,50.5077182625694
2258,"2015-10-10 15:00:00",44.84,50.2281400367728
2259,"2015-08-24 10:00:00",64.51,51.4649580948746
2260,"2015-08-21 19:00:00",68.58,57.9140010141494
2261,"2015-09-03 16:00:00",58.12,53.8482949207108
